133;Interface Problems of Agile in a Non-Agile Environment;5/24/2018 5:30 PM;5/24/2018 5:45 PM;Research;;Context: Agile is an accepted and widespread software development approach. But there are also still many projects that are working with traditional software development methods. In addition, non-technical business units like human resources or marketing continue working in the established traditional ways. Thus, problems arise at the interface of agile and traditional approach-es due to the fundamental differences of those paradigms. Objective: To prevent potential problems, one must be aware of the existing interfaces and common pitfalls. Method: Based on a literature search, own experiences and interview results, we identified existing interfaces as well as collected and grouped problems. Results: We present the identified problems and propose a matrix that facilitates classification of interface problems. Conclusion: This matrix can be used to identify and classify more problems with the aim of providing an experience base that helps understanding and preventing problems at the interface between agile and traditional.;"Philipp Diebold; Sven Theobald";B002
134;Supporting Large-Scale Agile Development with Domain-driven Design;5/23/2018 5:30 PM;5/23/2018 6:00 PM;Research;;An increasing number of large organizations are adopting agile and lean methods at larger scale for building complex software systems. One major critique of agile development and in particular of large-scale agile development is the neglect of proper architecting assistance in such development efforts. On the one hand, emergent architecture design may require excessive redesign efforts in large systems, while on the other hand, big upfront architecture delays the starting point of implementation. Domain-driven Design (DDD) addresses this problem by providing means for evolving the architecture of complex systems in an agile way. We describe how DDD can support large-scale agile development based on a conducted case study in a large insurance company with three agile teams. Furthermore, we present a framework for large-scale agile development that is largely based on Large-Scale Scrum and incorporates strategic and tactical DDD.;"Matheus Hauder; Martin Kleehaus; Christina Schimpfle;  Florian Matthes; Ömer Uludağ";B001
135;Software tester, we want to hire you! An analysis of skill demands with a focus on soft skills;5/24/2018 5:30 PM;5/24/2018 6:00 PM;Research;;"One important discussion in the software development field is related to the skills that people must have in order to build successful software products. This debate is generated on one hand by a large number of failures and delays of software projects. On the other hand, the debate is triggered by the need to build even better-quality software in a rapidly changing world. We will examine to which extent soft skills are relevant when hiring software testers and if there are any specific skills required for agile testers. We analyzed 400 job advertisements for testers from 33 countries, out of which 64% ask for soft skills. Of the advertisements asking for soft skills, there is, on average, a request for 4.7 soft skills, 11.3 testing skills and 5.3 technical skills. Only 30% of the companies ask explicitly for agile testers. However, our analysis shows no notable differences in skill demands for agile testers and the rest.&nbsp;Software companies want to hire testers who are able to communicate well and have analytical and problem-solving skills. There is a significant increase in the need for openness and adaptability, independent-working and team-playing since 2012. In addition, there are new categories of soft skills identified, such as having work ethics, customer-focus and the ability to work under pressure.";"Viktoria Stray; Raluca Madalina Florea";B003
138;Learning in the Large - An Exploratory Study of Retrospectives in Large-Scale Agile Development;5/23/2018 5:15 PM;5/23/2018 5:30 PM;Research;;Many see retrospectives as the most important practice of agile software development. Previous studies of retrospectives have focused on process and outcome at team level. In this article, we study how a large-scale agile development project uses retrospectives through an analysis of retrospective reports identifying a total of 109 issues and 36 action items as a part of a longitudinal case study. We find that most of the issues identified relate to team-level learning and improvement, and discuss these findings in relation to current advice in a framework for large-scale agile development.;"Marius Mikaelsen; Anniken Solem; Kathrine Vestues; Torgeir Dingsøyr";B002
142;Inter-team Coordination in Large-Scale Agile Development: A Case Study of Three Enabling Mechanisms;5/22/2018 5:30 PM;5/22/2018 6:00 PM;Research;;Agile methods are increasingly used in large development projects, with multiple development teams. A central question is then what is needed to coordinate feature teams efficiently. This study examines three mechanisms for coordination, shared mental models, communication and trust in a large-scale development project with 12 feature teams running over a four-year period. We analyse the findings in relation to suggested frameworks for large-scale agile development and one theory on coordination, and provide new recommendations for practice and theory.;" Christoph Johann Stettina; Julia Wijnmaalen; Finn Olav Bjørnson; Torgeir Dingsøyr";B001
144;Agile Software Development – Adoption & Maturity: An Activity Theory Perspective;5/23/2018 12:00 PM;5/23/2018 12:30 PM;Research;;This paper suggests that the activity theory concept is a useful lens for organisations that seek to improve their levels of agile software development maturity. Attention is focused around the interactions and approaches adopted by individuals rather than the usual process and technique. This paper reports on the initial stages of research that consisted of a series of interviews and a survey. The results indicate that activity theory contradictions are wide spread and vary in the levels at which they occur. They also correlate to many of the factors that influence agile maturity that have already been identified within the literature. This study contributes to research by integrating elements of learning theory and agile software development.;Pritam Chita;B001
151;Enterprise agility: Why is transformation so hard?;5/24/2018 3:00 PM;5/24/2018 3:30 PM;Research;;Enterprise agility requires capabilities that help organisations to transform, sense and seize new business opportunities more quickly than competitors. However, acquiring those capabilities, such as transformation to continuous delivery and scaling agile, are challenging in many organisations. This paper addresses definitions of enterprise agility involving business management and cultural lenses for analysing large-scale transformation. The case organisation, in the higher education domain, leverages collaborative discovery sprints and an experimental programme to enable a bottom-up approach to transformation. Meanwhile prevalence of top-down bureaucracy and organisational silos are often contradictory to agile principles and values. The case study results identify transformation challenges based on observations from a five-months research period. Initial findings indicate that increased focus on culture and synchronised leadership activities could enhance the likelihood of a successful transformation.<br><br><strong>Authors: Leonor Barroca, Teemu Karvonen, Helen Sharp</strong>;Teemu Karvonen;B002
152;COSMIC User Story Standard;5/22/2018 5:00 PM;5/22/2018 5:30 PM;Research;;User Stories is a technique widely used in Agile development. It is characterized as short and high-level descriptions of required functionality, written in customer language during very early stages of requirement gathering and containing just enough information to produce the estimated implementation effort. The COSMIC method is a second generation technique for function size measurement. The requirement estimation precision in COSMIC is directly proportional to the requirement detailing level. The current user stories writing standards may lack important information for COSMIC measurement purposes. This paper introduces a new standard for writing user stories which contain more expressiveness in terms of COSMIC size estimation. We performed a survey to introduce this new user story template to the COSMIC community. The qualitative survey intended to capture COSMIC users opinion in terms of expressiveness and how valuable it is. The survey points to promising results considering the COSMIC users opinion about the new template. This study contributes to agile requirements from the COS-MIC users point of view. This new template may be a step forward in terms of user story estimation for COSMIC sizing based projects.;"Miguel Ecar;  Fabio Kepler; João Pablo S Da Silva";B002
156;Reporting in Agile Portfolio Management: Routines, Metrics and Artefacts to Maintain an Effective Oversight;5/24/2018 5:00 PM;5/24/2018 5:30 PM;Research;;In a world where changes are being higher paced than ever, businesses are required to cope with these changes to survive. Many organizations have successfully adopted agile methods to cope with these rapid changes in their projects. However, a growing number of organizations seeks to adopt agile practices on their portfolio level. A domain far less explored. In this paper we report the preliminary findings of our study on reporting practices, artifacts and metrics in agile portfolio management. Based on 14 interviews conducted in 10 large European organizations this study for the first time provides an empirical perspective on the topic.<br /><br /><strong><em>Christoph Johann Stettina, Lennard Schoemaker</em></strong>;Lennard Schoemaker;B001
166;Automated Acceptance Tests as Software Requirements: An Experiment to Compare the Applicability of Fit tables and Gherkin Language.;5/24/2018 5:00 PM;5/24/2018 5:30 PM;Research;;It is estimated that 85% of the defects in the developed software are originated from ambiguous, incomplete and wishful thinking software requirements. Natural language is often used to write software requirements specifications as well as user requirements. However, natural language specifications can be confusing and hard to understand. Some agile methodologists consider that acceptance tests are more precise and accurate sources of information about the customer’s needs than descriptions in natural language. Several studies have addressed the use of acceptance tests as software requirements specification. Therefore, none of the previous studies has performed experiments to compare the applicability of different acceptance testing techniques in order to support an organization in the selection of one technique over another. This paper addresses this problem reporting an experiment performed with undergraduate students in Computer Science. This experiment compares the applicability of two acceptance testing techniques (Fit tables and Gherkin Language) as software requirements specification. This research tries to answer three questions: (a) Which technique is the easiest to learn in order to specify acceptance test scenarios? (b) Which technique does require less effort to specify acceptance tests? (c) Which technique is the best one to communicate software requirements? The results show that there are no sufficient evidences to affirm that one technique is easier to specify test scenarios or better to communicate software requirements. Whereas, the comparison of effort in terms of time to specify acceptance testing shows that the mean time to specify test scenarios using Gherkin Language is fewer than Fit tables.;"Ernani César Dos Santos; Patrícia Vilain";B003
173;Stress in Agile Software Development: Practices and Outcomes;5/23/2018 5:00 PM;5/23/2018 5:15 PM;Research;;Stress is an important workplace issue, affecting both the health of individuals, and the health of organizations. Early advocacy for Agile Software Development suggested it might help avoid stress, with practices that emphasize a sustainable pace, and self-organizing teams. Our analysis of a 2014 survey, however, suggested that stress might still be commonplace in Agile teams, especially for those with less experience. We also noticed that newcomers to Agile emphasized technical, rather than collaborative, practices, and speculated this might explain the stress. We explored this in our analysis of a follow-up survey conducted in 2016, and report our findings in this paper. We show that there are a variety of factors involved, and that avoiding stress is associated with both collaborative and technical practices, and a range of outcomes.;" Martin Kropp; Craig Anslow; Robert Biddle;  Andreas Meier";B002
26;Lunch Break;5/22/2018 12:30 PM;5/22/2018 2:00 PM;Social;;;;#XP-PX 
27;Large Scale Agile (6th International Workshop on Large-Scale Agile Development);5/21/2018 9:00 AM;5/21/2018 12:30 PM;Workshop;;"Agile software development methods were made for small, co-located development teams, but are increasingly applied in other settings. Several large projects, with a number of teams that develop complex systems have started to use agile methods. How to apply agile methods to large projects was identified as the ""top burning research question"" by practitioners at XP2010. At XP2013 to XP2017, this workshop has addressed research challenges in large-scale agile development and identified topics such as inter-team coordination, large project organization, release planning and architecture and practices to scaling agile methods (see <a href="""" rel=""noopener noreferrer"" target=""_blank"">details</a>).<br>For 2018, we especially seek contributions which present empirical studies of emerging frameworks for large-scale agile development such as the Scaled Agile Framework or Large-Scale Scrum. We seek contributions in the form of position papers with experience reports, empirical studies, reviews of relevant literature, and papers arguing for research needs or describing planned research.<br>We ask for contributions in the form of 4-page short-papers, which will be peer-reviewed by program committee members for acceptance or rejection. Extended and revised short-papers can be included in the post-conference proceedings published by ACM.<br><br><strong>Primary organizers: &nbsp;</strong><br><ul><li>Torgeir Dingsøyr, SINTEF, Norway (Torgeir.Dingsoyr@sintef.no)</li><li>Helena Holmström Olsson, Malmö University, Sweden (helena.holmstrom.olsson@mah.se)</li><li>Nils Brede Moe, SINTEF, Norway (nilsm@sintef.no)</li></ul>";;B229
28;Lunch Break;5/25/2018 12:30 PM;5/25/2018 1:30 PM;Social;;;;#XP-PX 
29;Lunch Break;5/23/2018 12:30 PM;5/23/2018 2:00 PM;Social;;;;#XP-PX 
30;Lunch Break;5/21/2018 12:30 PM;5/21/2018 2:00 PM;Social;;;;#XP-PX 
31;Lunch Break;5/24/2018 12:30 PM;5/24/2018 2:00 PM;Social;;;;#XP-PX 
32;"Keynote by Laurie Williams on ""Continuously Deploying Security""";5/22/2018 9:00 AM;5/22/2018 10:30 AM;Keynote;;Continuous deployment is a software engineering process where incremental software changes are automatically tested and frequently deployed to production environments. With continuous deployment, the elapsed time for a change made by a developer to reach a customer can now be measured in days or even hours. To understand the emerging practices surrounding continuous deployment, three annual one-day Continuous Deployment Summits have been held at Facebook, Netflix, and Google in 2015-2017, where 16 companies have described how they used continuous deployment. This talk will discuss the practices and environment used by these companies as they strive to develop secure and privacy-preserving products while making ultra-fast changes.<br>;Laurie Williams;Auditorium
33;Keynote by Cristina Videira Lopes: On Software and Buildings;5/24/2018 9:00 AM;5/24/2018 10:30 AM;Keynote;;"Because humans need metaphors and analogies for everything that seems new, and also because the grass tends to be greener on the other side, the construction of software is often compared to the construction of physical buildings -- civil engineering and architecture, in particular, are often invoked as metaphorical reference points. This talk is a reflection on my recent experience with renovating a building in Lisbon, and my own condo inside it, and how this physical construction project relates, or not, to software development.<img src=""https://ssl.gstatic.com/ui/v1/icons/mail/images/cleardot.gif""><br>";Cristina Videira Lopes;Auditorium
34;Coffee Break;5/22/2018 10:30 AM;5/22/2018 11:00 AM;Social;;;;#XP-PX 
35;Open Space Opening;5/22/2018 11:00 AM;5/22/2018 12:30 PM;Open Space;;;Charlie Poole;XPSpaces
3501;Open Space, Makerspace, Guru Space;5/22/2018 2:00 PM;5/22/2018 6:00 PM;Open Space;;;Charlie Poole;XPSpaces
3502;Open Space, Makerspace, Guru Space;5/23/2018 11:00 AM;5/23/2018 12:30 PM;Open Space;;;Charlie Poole;XPSpaces
3503;Open Space, Makerspace, Guru Space;5/23/2018 2:00 PM;5/23/2018 6:00 PM;Open Space;;;Charlie Poole;XPSpaces
3504;Open Space, Makerspace, Guru Space;5/24/2018 11:00 AM;5/24/2018 12:30 PM;Open Space;;;Charlie Poole;XPSpaces
3505;Open Space, Makerspace, Guru Space;5/24/2018 2:00 PM;5/24/2018 6:00 PM;Open Space;;;Charlie Poole;XPSpaces
36;Coffee Break;5/22/2018 3:30 PM;5/22/2018 4:00 PM;Social;;;;#XP-PX 
37;Coffee Break;5/24/2018 10:30 AM;5/24/2018 11:00 AM;Social;;;;#XP-PX 
38;FIAREX (Fostering More Industry-Academic Research in XP);5/25/2018 2:00 PM;5/25/2018 5:30 PM;Workshop;;"While some academic disciplines have been highly successful in bringing academia and industry together to share (often sensitive) data in studies, the same is not necessarily true of the software engineering community generally speaking. As such, there is an opportunity in any area where software is written, used or studied to analyze, understand and disseminate best practice in fostering more industry-academic studies in agile topics; this is the purpose of FIAREX. The Workshop will be geared towards experience: what lessons can be learnt from current studies in terms of barriers and impediments to collaboration between industry and academia on agile topics? What are the key issues in sharing agile data between academia and industry? What is best practice in collaborative studies and, most importantly, what can be done to encourage more agile collaboration? The following is an indicative, but by no means exhaustive list of experience topics that we solicit for FIAREX:<br><ul><li>Current challenges in sharing industry data on agile practices with academia</li><li>Challenges in performing experiments/case-studies with agile data</li><li>Issues with analyzing industry data on agile</li><li>Preserving anonymity/security in agile data</li><li>Issues associated with reporting results using industrial agile data</li><li>Specific current research/initiatives in the area of industry-academic cooperation</li><li>Best practice in collaboration between industry and academia</li><li>Short surveys and analyses of industrial-academia collaborations of agile</li><li>Future directions, challenges and initiatives in collaborations (i.e., the landscape)</li></ul><br><strong>Organizers:</strong><br><ul><li>Steve Counsell, Department of Computer Science, Brunel University, London (steve.counsell@brunel.ac.uk)</li><li>Professor Tracy Hall, Department of Computer Science, Brunel University, London tracy.hall@brunel.ac.uk)</li><li>Dr Stephen Swift, Department of Computer Science, Brunel University, London</li><li>Dr Philipp Diebold, Fraunhofer Institute, Germany, (philipp.diebold@iese.fraunhofer.de)</li></ul>";;B229
39;ASCS (4th international workshop on agile development of safety-critical software);5/21/2018 2:00 PM;5/21/2018 5:30 PM;Workshop;;"The fourth <a href=""https://www.agilealliance.org/xp2018/program/ascs/"" rel=""noopener noreferrer"" target=""_blank"">international workshop on Agile Development of Safety-Critical Software (ASCS)</a> will be organized in conjunction with the XP 2018 conference, on May 21 in Porto.<br>Safety-critical systems are expanding in scope and complexity and software becomes an important and enabling technology for functional safety. This creates new opportunities and new challenges, where agile methods, practices, tools and techniques may offer opportunities to build and certify safety-critical software with lower costs in shorter time. ASCS is a meeting place to share achievements and ideas and to build your network.<br>The workshop will be based on a mix of presentations by an invited keynote speaker and by authors of accepted papers (approximately 20 minutes). 40-50% of the time will be reserved for discussions.<br>The workshop aims to cover a variety of topics, included in but not limited to the following list:<br><ul><li>Empirical studies, including industry experience reports</li><li>Tools to support and automate development and certification</li><li>Integrating safety/security into agile methods</li><li>Agile methods introduction in safety-systems organizations</li><li>Adapting existing agile methods for the safety critical domain</li><li>Addressing safety standards with agile methods</li><li>Maintaining traceability in agile methods</li><li>Agile documentation methods including automation of documentation</li><li>Agile analysis practices for safety-critical systems</li><li>Change impact analysis</li><li>Configuration management</li><li>Compliance with safety standards</li><li>Agility in safety assessment including assessor collaboration</li><li>Agile Safety Cases</li><li>DevOps and safety-critical systems</li><li>Assurance case experience reports</li></ul><br><strong>Organizers:</strong><br><ul><li>Geir K. Hanssen (C) SINTEF ghanssen@sintef.no&nbsp;</li><li>Thor Myklebust SINTEF Thor.Myklebust@sintef.no</li><li>Janusz Górski Univ. of Gdansk jango@pg.edu.pl</li></ul><br><strong>The ASCS 2018 program committee: &nbsp;</strong><br><ul><li>Tim Kelly, University of York</li><li>Stig Ole Johnsen, Norwegian University of Science and Technology</li><li>Katarzyna Lukasiewicz, University of Gdansk</li><li>Efi Papatheocharous, RICE ICT</li><li>Uwe Becker, Drägerwerk AG & Co. KGaA</li><li>Barbara Gallina, Mälardalen University</li></ul>";Philipp Diebold;B229
40;MADE18 (Second International Workshop on Microservices: Agile and DevOps Experience);5/21/2018 9:00 AM;5/21/2018 5:30 PM;Workshop;;In the last years, cloud-native architectures have emerged as a target platform for the deployment of microservice architectures. The migration of existing monoliths into cloud-native applications is still in the early phase, and only few companies already started their migrations. Therefore, success and failure stories about different approaches are not available in the literature. This context connects also to the recently discussed Agile and DevOps context where development and continuous deployment are closely linked.<br>To address the current uncertainties including a limited documentation of best-practice and benefits, this workshop aims at collecting experiences on microservice adoption, reporting best practices, but also specially failure cases, so as to build a community knowledge based on previous errors and successes. The workshop is open to research papers, industrial experience papers, and tool presentations.<br>In this workshop, we propose a follow-up of the first International Workshop on Microservices for Agile software development (WMSA17) organized at XP2017. It is also a continuation of discussions on software engineering from the first International Conference on Microservices (Microservices 2017, https://conf-micro.services/) organized at the University of Southern Denmark. The workshop will be conducted in collaboration with the Microservices Community<br>(https://microservices.sdu.dk/), which was formed at the Microservices 2017 conference.<br>The topics include:<br>- Empirical research on microservices<br>- Experiences on microservice adoption<br>- Experience on decomposition<br>- Overhead in microservice adoption<br>- Failure cases<br>- Experiences in using Agile principles or DevOps and microservices<br>- Developers acceptance of microservice<br>- Other microservice related experiences<br>- New proposals<br>- New microservice methods, techniques and tools<br><br><strong>Organizers:</strong><ul><li>Davide Taibi</li><li>Vladimir Mandić</li><li>Ronald Jabangwe</li><li>Saverio Giallorenzo</li></ul>;;B336
42;SecSE (International Workshop on Secure Software Engineering in DevOps and Agile Development);5/25/2018 9:00 AM;5/25/2018 5:30 PM;Workshop;;Software security is about protecting information and ensuring that systems continue to function correctly even when under malicious attack. The traditional approach of securing a system has been to create defensive walls such as intrusion detection systems and ﬁrewalls around it, but there are always cracks in these walls, and thus such measures are no longer suﬃcient by themselves. We need to be able to build better, more robust and more ”inherently secure” systems, and we should strive to achieve these qualities in all software systems, not just in the ones that ”obviously” need special protection. This workshop will focus on techniques, experiences and lessons learned for engineering secure and dependable software using the DevOps paradigm, as well as other forms of agile development.<br>Topics of interest include, but are not limited to:<br><ul><li>Security in DevOps</li><li>Security aspects of software deployment</li><li>Security in Continuous Deployment</li><li>Security Architecture in Agile Development</li><li>Security testing in DevOps</li><li>Container security for DevOps</li><li>Security automation tools</li><li>Security in agile software development</li><li>Agile security requirements</li><li>Risk management in software projects</li><li>Agile testing for security</li><li>Quantitative measurement of security properties</li><li>Static and dynamic analysis for security</li><li>Veriﬁcation and assurance techniques for security properties</li><li>Security and usability</li><li>Design and deployment of secure services</li><li>Secure composition and adaptation of services</li><li>Teaching secure software development</li><li>Experience reports on successfully attuning developers to secure software engineering</li><li>Industry experience talks</li></ul>;;B336
43;A-teams (First International Workshop on Autonomous Agile Teams);5/25/2018 9:00 AM;5/25/2018 12:30 PM;Workshop;;To succeed in complex environments, organizations have to find ways to support and regulate teams' autonomy according to the environmental demands and limitations. Furthermore, they have to take into consideration the degree of change and uncertainty, and that there is no one-size-fits-all autonomy approach. The process of forming and implementing agile teams with high autonomy, as well as the effective functioning of such teams, are not yet adequately addressed and understood in the context of software development organizations. Thus, there is a need for new knowledge on how organizations shall organize for the right level of team autonomy, and utilize autonomous agile teams, in order to attain better performance, productivity, innovation and value creation, and thus increase competitiveness.<br>The goal of the workshop is to facilitate knowledge sharing about the current practice of autonomous agile teams and deepen the knowledge about practices and strategies that enable autonomous teams. There will be an invited keynote, short talks (lightning talks) followed by a highly interactive session using workshop techniques. We seek contributions in the form of position papers with experience reports, empirical studies, reviews of relevant literature, and papers arguing for research needs or describing planned research.<br>We invite researchers and practitioners to this new and exciting workshop to discuss how to succeed with teamwork in agile projects. One emerging question is “How can organizations give cross-functional agile teams the authority to set directions for new products so that organizations can deliver software more rapidly”?<br>Possible research questions to engage in are:<ul><li>How do organizations build a capacity for and promote team-internal shared leadership for autonomous teams in a multi-team setting?</li><li>How to enable awareness of the tasks and the processes in and among autonomous teams?</li><li>What are effective intra- and inter-team coordination mechanisms for autonomous teams?</li><li>How can agile practices such as stand-up meetings and retrospective meetings be adjusted to build autonomous teams?</li><li>What are the challenges related to leadership, coordination and knowledge sharing of autonomous teams?</li><li>How to align learning processes in autonomous teams with the rest of the organization?</li><li>What is the balance between alignment and autonomy in complex organizations and large projects?</li><li>How can system architecture support autonomous teams?</li></ul><br><strong>Organizers:</strong><ul><li>Viktoria Stray, University of Oslo, SINTEF, stray@ifi.uio.no</li><li>Nils Brede Moe, SINTEF, nilsm@sintef.no</li><li>Eva Amdahl Seim, SINTEF, eva.amdahl.seim@sintef.no</li></ul>;;B229
